Ordre de travail;Staut Ordre de travail;Service;Description;Equipment;Nom Equipement;date enregistrement;Noeud Parent;Nom_parent;Classification Equipement;Date début;Date Fin;Modèle OT;Type OT 
OT21181988;en cours d'exécution;MECANIQUE;changement les dolly;ULPRPH0405;A3/FLEX;;ULPRPH04;UHT D;Mec;31/07/2021;31/07/2021;;correctif planifié
OT21182002;en cours d'exécution;méc2+élec2;changement doseur N°4 ;;;;;;;;;;
OT21182004;en cours d'exécution;DIVERS ATELIER;Divers atelier mécanique;ULDIV01;Divers Usine Lait;;ULDIV;DIVERS USINE LAIT;;01/08/2021;31/08/2021;;correctif planifié
OT21182005;en cours d'exécution;méc2;changement joint event suite fuite ;PFP2020502;TM18;;PFP20205;Tanks Maturation (TM);;30/07/2021;30/07/2021;;correctif planifié
OT21182007;en cours d'exécution;MECANIQUE;changement roue contre pression;ULPRPH0205;TBA/8;;ULPRPH02;UHT B;Mec;29/07/2021;29/07/2021;;correctif planifié
OT21182008;en cours d'exécution;MECANIQUE;remplissage huile de lubrification chaine convoyeur;ULPRPH0407;HELIX;;ULPRPH04;UHT D;Mec;30/07/2021;30/07/2021;;correctif planifié
OT21182009;en cours d'exécution;méc2;remplissage d'huile suite nivleur ne monte pas;PFG215;Nivleur;;PFG2;Atelier Chambre froid;Mec;30/07/2021;30/07/2021;;correctif planifié
OT21182010;en cours d'exécution;MECANIQUE;réparation;ULPRDV0120;TRANSPALETTE TC27;;ULPRDV01;TRANSPALETTE;;28/07/2021;28/07/2021;;correctif planifié
OT21182012;clôturé;FA2100155 BEN KHALED MOHSEN;BC270997;PAV00378;1262 TU 168;02/08/2021 09:53;PAV003;Voitures;mec;02/08/2021;02/08/2021;;correctif planifié
OT21182013;en cours d'exécution;MECANIQUE;réparation fuite d'eau au n iveau compresseur d'air stérile;ULPRPH0104;TBA/8;;ULPRPH01;UHT A;Mec;01/08/2021;01/08/2021;;correctif planifié
OT21182014;en cours d'exécution;MECANIQUE;changement joint raccord circuit acide;ULPRPH0502;NEP TETRA LIGNE 02;;ULPRPH05;NEP TETRA;Mec;28/07/2021;28/07/2021;;correctif planifié
OT21182015;en cours d'exécution;ELECTRIQUE;défaut carte automate au cours nettoyage circuit recyclage;ULPRPH0501;NEP TETRA LIGNE 01;;ULPRPH05;NEP TETRA;Mec;02/08/2021;02/08/2021;;correctif planifié
OT21182016;en cours d'exécution;élec2+méc2;reparation fuite d'air;;;;;;;;;;
OT21182017;en cours d'exécution;MECANIQUE;changement joints;ULPRPH0102;HOMO STEREDIAL;;ULPRPH01;UHT A;Mec;31/07/2021;31/07/2021;;correctif planifié
OT21182018;en cours d'exécution;méc2;nettoyage électrode ;;;;;;;;;;
OT21182020;en cours d'exécution;méc2;reglage éjecteur presse decoupe suite defaut;PFC201;ERCA dessert 1 (MF14 série 29313);;PFC2;Conditionnement 2;;15/07/2021;15/07/2021;;correctif non planifié
OT21182022;en cours d'exécution;méc1*;appointe d'huile tellus 32;PFP1060502;Table Elévatrice;;PFP10605;Poudrage 1;;02/08/2021;02/08/2021;;correctif planifié
OT21182023;en cours d'exécution;élec2;changement 6 lampe LED au niveau magasin PDR UPF suite manque éclairage ;PFD002;Divers électrique UPF;;PFD0;Divers;;01/08/2021;01/08/2021;;correctif planifié
OT21182024;en cours d'exécution;prod;vis M4;PFC109;Sleever B (10000853-417);;PFC1;conditionnement 1;Mec;02/08/2021;02/08/2021;;correctif planifié
OT21182025;en cours d'exécution;méc2;reglage position bouchon avec carton suite bouchon décalle;PFC206;Galdi RG250;;PFC2;Conditionnement 2;;02/08/2021;02/08/2021;;correctif non planifié
OT21182027;en cours d'exécution;élec1;défaut dosage ligne B:;;;;;;;;;;
OT21182029;en cours d'exécution;méc1+élec1;défaut emprinte soudure :;;;;;;;;;;
OT21182029;en cours d'exécution;méc1+élec1;défaut emprinte soudure :;;;;;;;;;;
OT21182029;en cours d'exécution;méc1+élec1;défaut emprinte soudure :;;;;;;;;;;
OT21182029;en cours d'exécution;méc1+élec1;défaut emprinte soudure :;;;;;;;;;;
OT21182029;en cours d'exécution;méc1+élec1;défaut emprinte soudure :;;;;;;;;;;
OT21182030;en cours d'exécution;méc2;reglage guide ;;;;;;;;;;
OT21182032;en cours d'exécution;élec1;problème soude cuve doseur principal:;;;;;;;;;;
OT21182034;en cours d'exécution;méc2;reglage temperature boitte chauffe;;;;;;;;;;
OT21182035;en cours d'exécution;prod;vérification l'état membrane (entré):;;;;;;;;;;
OT21182036;en cours d'exécution;ENERGETIQUE;Réparation fuite d'eau au niveau clapet de la vanne V12.01;ULPRPH0301;STEREDIAL;;ULPRPH03;UHT C;Mec;03/08/2021;03/08/2021;;correctif planifié
OT21182037;en cours d'exécution;méc2;débouchage moule suite defaut formage;PFC201;ERCA dessert 1 (MF14 série 29313);;PFC2;Conditionnement 2;;02/08/2021;02/08/2021;;correctif non planifié
OT21182039;en cours d'exécution;élec2+méc2;verifié descente poinçons ;;;;;;;;;;
OT21182040;clôturé;FA126750 HENCHIRI;BC270147;PAV00385;2036 TU 171;01/06/2021 10:46;PAV003;Voitures;mec;01/06/2021;01/06/2021;;correctif planifié
OT21182041;en cours d'exécution;méc2;débouchage moule suite mauvais fond;PFC203;ERCA dessert 2 (MF14 série 26016);;PFC2;Conditionnement 2;;03/08/2021;03/08/2021;;correctif non planifié
OT21182043;en cours d'exécution;méc2;changement joint event suite fuite event TM22 au cours de nettoyage;PFP2020506;TM22;;PFP20205;Tanks Maturation (TM);;02/08/2021;02/08/2021;;correctif planifié
OT21182044;en cours d'exécution;élec2;changement capteur suite defaut capteur tableau de pontage;PFP20211;Tableau de pontage;;PFP202;Pasto 6 (boisson lactée);;02/08/2021;02/08/2021;;correctif planifié
OT21182045;en cours d'exécution;MECANIQUE;changement les dolly;ULPRPH0305;A3/FLEX;;ULPRPH03;UHT C;Mec;02/08/2021;02/08/2021;;correctif planifié
OT21182046;en cours d'exécution;MECANIQUE;changement dolly;ULPRPH0405;A3/FLEX;;ULPRPH04;UHT D;Mec;02/08/2021;02/08/2021;;correctif planifié
OT21182047;en cours d'exécution;PARC AUTO;DIVERS CHARIOT;PAV004041;Chariot N° 27;;PAV004;Chariots Elevateurs;Mec;03/08/2021;03/08/2021;;correctif planifié
OT21182048;en cours d'exécution;élec2*;changeme,nt capteur defaut tableau de pontage;PFP20211;Tableau de pontage;;PFP202;Pasto 6 (boisson lactée);;29/07/2021;29/07/2021;;correctif planifié
OT21182049;clôturé;FA20211479 SIHEM AUTO;BC270456;PAV00414;2228 TU 194;22/06/2021 11:22;PAV003;Voitures;MEC;22/06/2021;22/06/2021;;correctif planifié
OT21182052;clôturé;FA2021009 EVTS;BC271000;PAV00605;DIVERS GERBEUR;02/08/2021 11:30;PAV006;Equipements;Mec;02/08/2021;02/08/2021;;correctif planifié
OT21182054;clôturé;FA20211321 SIHEM AUTO;BC271002;PAV00392;5287 TU 179;02/08/2021 11:39;PAV003;Voitures;mec;02/08/2021;02/08/2021;;correctif planifié
OT21182058;clôturé;FA20210693 AUTO SCANER;BC271004;PAV003100;2979 TU 194;02/08/2021 11:59;PAV003;Voitures;Mec;02/08/2021;02/08/2021;;correctif planifié
OT21182060;clôturé;FA126351 HENCHIRI;BC269812;PAV00417;4424 TU 196;01/05/2021 12:22;PAV003;Voitures;MEC;01/05/2021;01/05/2021;;correctif planifié
OT21182067;en cours d'exécution;méc;suite OT21181897;PFP10202;Vanne Modulante;;PFP102;Pasto 2 (Pasto Crème 1);;29/07/2021;29/07/2021;;correctif planifié
OT21182069;en cours d'exécution;hyg;pinture;PFD003;Divers Hygiène;;PFD0;Divers;Mec;23/07/2021;23/07/2021;;correctif planifié
OT21182079;en cours d'exécution;prod;rouleau d'encre;PFC100;Divers conditionnement 1;;PFC1;conditionnement 1;Elec;01/08/2021;01/08/2021;;correctif planifié
OT21182082;en cours d'exécution;élec2*;changement aimant porte ;PFS102;Mimasa 2 (L-300 série 643);;PFS1;Suremballage;Mec;03/08/2021;03/08/2021;;correctif planifié
OT21182083;en cours d'exécution;labo;pile;PFL001;Laboratoire 1;;PFL0;Laboratoires;;02/08/2021;02/08/2021;;correctif planifié
OT21182084;en cours d'exécution;élec2*;changement luminaire étanche;PFG211;Chambre Froide n1;;PFG2;Atelier Chambre froid;ENERG;27/07/2021;27/07/2021;;correctif planifié
OT21182086;en cours d'exécution;élec1*;changement bobine + électrovanne ;PFC105;Posimat A;;PFC1;conditionnement 1;Mec;30/07/2021;30/07/2021;;correctif planifié
OT21182088;en cours d'exécution;méc1*;changement ressort ;PFC107;Serac B (DmxR12T12/540 série M12-OM24);;PFC1;conditionnement 1;Mec;30/07/2021;30/07/2021;;correctif planifié
OT21182089;clôturé;FA9042000158 ASSAD;BC269581;PAV00246;9058 TU 175;22/04/2021 13:09;PAV002;Camions;mec;22/04/2021;22/04/2021;;correctif planifié
OT21182090;en cours d'exécution;méc1*;changement vanne;PFC10101;Poste fuit;;PFC101;ERCA 1 (EF320L serie 393;Elec;29/07/2021;29/07/2021;;correctif planifié
OT21182093;en cours d'exécution;graissage centralisée;graissage centralisée;PFC100;Divers conditionnement 1;;PFC1;conditionnement 1;Elec;03/08/2021;03/08/2021;;correctif planifié
OT21182097;en cours d'exécution;prod;encre;PFC100;Divers conditionnement 1;;PFC1;conditionnement 1;Elec;03/08/2021;03/08/2021;;correctif planifié
OT21182098;clôturé;FA21001169 DGS;BC270133;PAV00246;9058 TU 175;07/07/2021 13:37;PAV002;Camions;mec;07/07/2021;07/07/2021;;correctif planifié
OT21182099;en cours d'exécution;hyg;peinture;PFD003;Divers Hygiène;;PFD0;Divers;Mec;03/08/2021;03/08/2021;;correctif planifié
OT21182106;en cours d'exécution;méc2;débouchage les mondrin 4,5 et 6 ;;;;;;;;;;
OT21182108;clôturé;fa132937 el fekili youssef;bc270944;PAV00370;7206 TU 164;02/08/2021 08:55;PAV003;Voitures;mec;02/08/2021;02/08/2021;;correctif planifié
OT21182112;clôturé;FA210230 SELECTA;BC270947;PAV00603;DIVERS CHARIOT MEC;02/08/2021 09:18;PAV006;Equipements;Mec;02/08/2021;02/08/2021;;correctif planifié
OT21182113;en cours d'exécution;méc2;demontage tous les fonds de moule , nettoyage + débouchage ;;;;;;;;;;
OT21182114;en cours d'exécution;méc2;vérification ventouse ;;;;;;;;;;
OT21182116;en cours d'exécution;Etm1;perturbation de poid au cours de production ;;;;;;;;;;
OT21182119;en cours d'exécution;hyg;hygiène;PFD003;Divers Hygiène;;PFD0;Divers;Mec;04/08/2021;04/08/2021;;correctif planifié
OT21182121;en cours d'exécution;méc1;fuite au niveau vanne arrivé produit  pôt ferment  (M1T1XV01):;;;;;;;;;;
OT21182125;en cours d'exécution;élec1;défaut tirage + pince plastique :;;;;;;;;;;
OT21182126;en cours d'exécution;élec1;"temps de cycle trop long +problème démarrage machine (message d'erreur) ""arret machine par le pilot "":";;;;;;;;;;
OT21182126;en cours d'exécution;élec1;"temps de cycle trop long +problème démarrage machine (message d'erreur) ""arret machine par le pilot "":";;;;;;;;;;
OT21182127;en cours d'exécution;méc1;problème prés découpe :;;;;;;;;;;
OT21182128;en cours d'exécution;méc1;bourrage magasin décor :;;;;;;;;;;
OT21182129;en cours d'exécution;méc1;encre démonté :;;;;;;;;;;
OT21182130;en cours d'exécution;Etm2;Défaut respiration pompe injection acide citrique S402XME01;;;;;;;;;;
OT21182131;en cours d'exécution;Etm2;A chaque arrêt problème recentrage opercule;;;;;;;;;;
OT21182132;en cours d'exécution;Etm2;Porte derrière du doseur endommagé;;;;;;;;;;
OT21182133;en cours d'exécution;Eté2;Tue mouche côté bureau de recherche et développement démonté ;;;;;;;;;;
OT21182134;en cours d'exécution;Eté2;Les deux pompe produit de nettoyage ne fonctionne pas;;;;;;;;;;
OT21182136;en cours d'exécution;prod;lame;PFC106;Sleever A (03/07-0281);;PFC1;conditionnement 1;Mec;04/08/2021;04/08/2021;;correctif planifié
OT21182144;en cours d'exécution;MECANIQUE;réparation;ULPRDV0120;TRANSPALETTE TC27;;ULPRDV01;TRANSPALETTE;;02/08/2021;02/08/2021;;correctif planifié
OT21182394;en cours d'exécution;MECANIQUE;changement dolly;ULPRPH0305;A3/FLEX;;ULPRPH03;UHT C;Mec;03/08/2021;03/08/2021;;correctif planifié
OT21182423;en cours d'exécution;ENERGETIQUE;Mise en place circuit nettoyage sol UHT à partrie eau récupéré de l'Hydraumate;ULPRPH0607;DIVERS EQUIPEMENT;;ULPRPH06;DIVERS UHT;Mec;04/08/2021;04/08/2021;;correctif planifié
OT21182451;en cours d'exécution;ELECTRIQUE;réparation éclairage au niveau vestiaire;ULDIV01;Divers Usine Lait;;ULDIV;DIVERS USINE LAIT;;04/08/2021;04/08/2021;;correctif planifié
OT21182969;en cours d'exécution;ELECTRIQUE;Changement capteur position vanne suite non fonctionnel;ULPRPH0201;STEREDIAL;;ULPRPH02;UHT B;Mec;04/08/2021;04/08/2021;;correctif planifié
OT21183002;en cours d'exécution;ELECTRIQUE;Bourrage au niveau frein à bande;ULPRPH020708;SYSTÈME FREIN A BANDE;;ULPRPH0207;CAP21;Mec;03/08/2021;03/08/2021;;correctif non planifié
OT21183635;en cours d'exécution;méc2;bouchage chambre de fuite ;;;;;;;;;;
OT21183636;en cours d'exécution;MECANIQUE;CHANGEMENT CHAINE;ULPRPF0201;ELOPAK;;ULPRPF02;LBEN RAIB;Mec;03/08/2021;03/08/2021;;correctif planifié
OT21183638;en cours d'exécution;méc2;reglage temperture mondrin ;;;;;;;;;;
OT21183639;en cours d'exécution;méc2;reglage verin suite bouchon non soudé ligne 1;PFC206;Galdi RG250;;PFC2;Conditionnement 2;;04/08/2021;04/08/2021;;correctif non planifié
OT21183718;en cours d'exécution;ELECTRIQUE;Changement capteur présence produit de nettoyage;ULPRPH0203;NEP STEREDIAL;;ULPRPH02;UHT B;Mec;04/08/2021;04/08/2021;;correctif planifié
OT21183719;en cours d'exécution;MECANIQUE;réparation;ULPRDV0120;TRANSPALETTE TC27;;ULPRDV01;TRANSPALETTE;;02/08/2021;02/08/2021;;correctif planifié
OT21183720;en cours d'exécution;méc2;changement moule 100gr de l'ERCA D2 suite probleme fond des pôts;PFC201;ERCA dessert 1 (MF14 série 29313);;PFC2;Conditionnement 2;;04/08/2021;04/08/2021;;correctif non planifié
OT21183721;en cours d'exécution;élec1;défaut position boite de chauffe inférieur :;;;;;;;;;;
OT21183722;en cours d'exécution;ELECTRIQUE;réparationn éclairage au niveau atelier UHT;ULPRPH0608;ECLAIRAGE;;ULPRPH06;DIVERS UHT;Elec;04/08/2021;04/08/2021;;correctif planifié
OT21183723;en cours d'exécution;élec2;pereturbation entre gain ERCA PF et ERCA D2 suite tube d'air de refroidissement lampe UV endommagé;PFC203;ERCA dessert 2 (MF14 série 26016);;PFC2;Conditionnement 2;;04/08/2021;04/08/2021;;correctif planifié
OT21183724;en cours d'exécution;MECANIQUE;CHANGEMENT LAME;ULPRPF0405;TREPKO;;ULPRPF04;BEURRE;ALIM;03/08/2021;03/08/2021;;correctif non planifié
OT21183725;en cours d'exécution;MECANIQUE;changement dolly;ULPRPH0405;A3/FLEX;;ULPRPH04;UHT D;Mec;04/08/2021;04/08/2021;;correctif planifié
OT21183726;en cours d'exécution;méc2;changement joint ;;;;;;;;;;
OT21183727;en cours d'exécution;MECANIQUE;Changement dolly;ULPRPH0305;A3/FLEX;;ULPRPH03;UHT C;Mec;05/08/2021;05/08/2021;;correctif planifié
OT21183728;en cours d'exécution;MECANIQUE;rempliisage reservoire huile OMALA150;ULPRPH0607;DIVERS EQUIPEMENT;;ULPRPH06;DIVERS UHT;Mec;05/08/2021;05/08/2021;;correctif planifié
OT21183729;en cours d'exécution;MECANIQUE;remplissage reservoire huile OMLA150;ULPRPH0607;DIVERS EQUIPEMENT;;ULPRPH06;DIVERS UHT;Mec;03/08/2021;03/08/2021;;correctif planifié
OT21183730;en cours d'exécution;MECANIQUE;remplissage huile tellus32;ULPRPH0607;DIVERS EQUIPEMENT;;ULPRPH06;DIVERS UHT;Mec;04/08/2021;04/08/2021;;correctif planifié
OT21183731;en cours d'exécution;élec2*;reparation fuite;PFP200;Divers Process 2;;PFP2;Etage (Process 2);;04/08/2021;04/08/2021;;correctif planifié
OT21183732;en cours d'exécution;MECANIQUE;Réparation fuite du lait au niveau vanne barrière vapeur;ULPRSR010102;POMPES;;ULPRSR0101;STERELISATEUR;Mec;05/08/2021;05/08/2021;;correctif planifié
OT21183733;en cours d'exécution;élec1;défaut ouverture boite de chauffe supérieur :;;;;;;;;;;
OT21183734;en cours d'exécution;méc1;bourrage magasin décor pot n°1 jusqu'à pot 6:;;;;;;;;;;
OT21183735;en cours d'exécution;méc1;bourrage presse capsule:;;;;;;;;;;
OT21183736;en cours d'exécution;MECANIQUE;Bruit + fuite au niveau Pompe centrifuge mod. CS32 (Pompe P2);ULPRSR010102;POMPES;;ULPRSR0101;STERELISATEUR;Mec;04/08/2021;04/08/2021;;correctif non planifié
OT21183737;en cours d'exécution;prod;lame;PFC106;Sleever A (03/07-0281);;PFC1;conditionnement 1;Mec;04/08/2021;04/08/2021;;correctif planifié
OT21183738;en cours d'exécution;Etm1;2 points soudure au niveau pot ferment ;;;;;;;;;;
OT21183739;en cours d'exécution;Etm1;raccord soutirage remplissage TLC2 estendommagé (au niveau tableau de pontage devant TLCs) ;;;;;;;;;;
OT21183740;en cours d'exécution;Eté1;Extracteur au niveau salle de milieu très sale;;;;;;;;;;
OT21183741;en cours d'exécution;Eté1;cable capteur entré flacon sleever est endommagé ;;;;;;;;;;
OT21183765;en cours d'exécution;élec2;changement capteur bras en position arriere suite bouchon reste sur bras ;PFC206;Galdi RG250;;PFC2;Conditionnement 2;;05/08/2021;05/08/2021;;correctif non planifié
OT21183766;en cours d'exécution;élec1*;réparation moteur table élévatrice (changement fiche);PFP1060502;Table Elévatrice;;PFP10605;Poudrage 1;;05/08/2021;05/08/2021;;correctif planifié
OT21183766;en cours d'exécution;élec1*;réparation moteur table élévatrice (changement fiche);PFP1060502;Table Elévatrice;;PFP10605;Poudrage 1;;05/08/2021;05/08/2021;;correctif planifié
OT21183772;en cours d'exécution;ELECTRIQUE;CHANGEMENT TETE ASIE;ULPRPF0109;BATTERIE DES VANNES;;ULPRPF01;SALLE MATTURTION;;02/08/2021;02/08/2021;;correctif non planifié
OT21183773;en cours d'exécution;ELECTRIQUE;CHANGEMENT CAPTEUR;ULPRPT0101;STATION DOSAGE SOUDE ET ACIDE CONCENTRE;;ULPRPT01;NEP;ALIM;01/08/2021;01/08/2021;;correctif non planifié
OT21183774;en cours d'exécution;MECANIQUE;REVISION POMPE;ULPRPT0204;MOTO POMPE;;ULPRPT02;RECEPTION LAIT CRU;;30/07/2021;30/07/2021;;correctif non planifié
OT21183775;en cours d'exécution;ELECTRIQUE;CHANGEMENT FICHE VAMPIR;ULPRPT0401;COULOIRE N°1 LAIT PASTORISE;;ULPRPT04;STOCKAGE LAIT PASTORISE;;03/08/2021;06/08/2021;;correctif non planifié
OT21183776;en cours d'exécution;PRODUCTION;DEMONTAGE;ULPRPT0301;COULOIR LAIT CRU N°3;;ULPRPT03;STOCKAGE LAIT CRU;;03/08/2021;03/08/2021;;correctif planifié
OT21183777;en cours d'exécution;ELECTRIQUE;CHANGEMENT CABLR IFM;ULPRPS0201;PRESTE;;ULPRPS02;BOUTEILLE;Mec;27/07/2021;06/08/2021;;correctif non planifié
OT21183779;en cours d'exécution;MECANIQUE;remplissage reservoire huile OMALA320;ULPRPH0607;DIVERS EQUIPEMENT;;ULPRPH06;DIVERS UHT;Mec;05/08/2021;05/08/2021;;correctif planifié
OT21183780;en cours d'exécution;MECANIQUE;changement dolly + roue contre pression;ULPRPH0405;A3/FLEX;;ULPRPH04;UHT D;Mec;05/08/2021;05/08/2021;;correctif planifié
OT21183828;en cours d'exécution;MECANIQUE;CHANGEMENT GRAPIN;ULPRPS0101;EXTRUDEUSE;;ULPRPS01;FABRICATION BOUTEILLE;;03/08/2021;03/08/2021;;correctif non planifié
OT21183829;en cours d'exécution;MECANIQUE;CHANGEMENT CROCHET ET FICHE VAMPIR;ULPRPS0204;REMPLISSEUSE-CAPSULEUSE;;ULPRPS02;BOUTEILLE;;01/08/2021;01/08/2021;;correctif non planifié
OT21183830;en cours d'exécution;MECANIQUE;CHANGEMENT MAILLON;ULPRPS0207;FARDELEUSE;;ULPRPS02;BOUTEILLE;;31/07/2021;31/07/2021;;correctif non planifié
OT21183831;en cours d'exécution;ENERGETIQUE;CHANGEMENT VENTILATEUR;ULUTCO01;COGENIRISATION N° 1;;ULUTCO;COGENERATION;Elec;03/08/2021;03/08/2021;;correctif non planifié
OT21183832;en cours d'exécution;ENERGETIQUE;PROJET EAU RECUPERE TRAITEMENT ET UHT;ULUTTE0104;BACHES EAUX;;ULUTTE01;TRAITEMENT;;31/07/2021;14/08/2021;;correctif planifié
OT21183833;en cours d'exécution;méc2;reglage raille;;;;;;;;;;
OT21183834;en cours d'exécution;ENERGETIQUE;MISE AU POINT NIVEAU DE GAZ;ULUTEG0109;groupe cgam 120 bouteille pf;;ULUTEG01;PRODUCTION EAU GLACCE;Mec;28/07/2021;28/07/2021;;correctif planifié
